Year,OrgSize,Industry,Experience,Title,Country,Salary
2020,,,8,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Scientist",Canada,105884.0
2020,"1,000 to 4,999 employees",,18,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",Canada,79413.0
2020,2 to 9 employees,,7,"Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, QA or test;DevOps specialist",Canada,50000.0
2020,"1,000 to 4,999 employees",,12,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist;Educator;Engineer, site reliability;System administrator",Canada,86976.0
2020,10 to 19 employees,,7,"Developer, full-stack",Canada,63530.0
2020,20 to 99 employees,,3,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,463188.0
2020,"10,000 or more employees",,Less than 1 year,"Developer, desktop or enterprise applications;Developer, full-stack",Canada,26050.0
2020,500 to 999 employees,,6,"Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Product manager",Canada,86976.0
2020,20 to 99 employees,,12,"Designer;Developer, front-end;Developer, full-stack",Canada,60505.0
2020,"1,000 to 4,999 employees",,10,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;Educator",Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,12,"Developer, back-end;DevOps specialist;Educator;Product manager",Canada,71850.0
2020,"10,000 or more employees",,7,"Developer, back-end;Developer, full-stack;DevOps specialist",Canada,90758.0
2020,10 to 19 employees,,4,"Academic researcher;Developer, full-stack;Developer, game or graphics",Canada,34034.0
2020,,,,,Canada,
2020,2 to 9 employees,,12,"Database administrator;Developer, back-end;Developer, full-stack;DevOps specialist",Canada,60505.0
2020,,,,,Canada,
2020,"10,000 or more employees",,9,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, QA or test;DevOps specialist",Canada,4235.0
2020,20 to 99 employees,,6,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,79413.0
2020,20 to 99 employees,,16,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",Canada,94539.0
2020,"10,000 or more employees",,8,"Developer, back-end;Scientist",Canada,173952.0
2020,100 to 499 employees,,7,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist;Engineer, site reliability",Canada,77144.0
2020,100 to 499 employees,,8,"Developer, back-end",Canada,83194.0
2020,"10,000 or more employees",,14,"Developer, full-stack",Canada,134624.0
2020,"1,000 to 4,999 employees",,3,"Developer, back-end;Developer, embedded applications or devices;Developer, full-stack",Canada,45379.0
2020,,,32,"Academic researcher;Developer, back-end;Developer, mobile;Educator;Scientist",Canada,
2020,100 to 499 employees,,12,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end",Canada,1000000.0
2020,20 to 99 employees,,7,"Designer;Developer, full-stack;Developer, mobile;Product manager",Canada,64287.0
2020,2 to 9 employees,,2,"Data scientist or machine learning specialist;Engineer, data;Scientist",Canada,635304.0
2020,"1,000 to 4,999 employees",,8,"Developer, back-end;Engineer, site reliability",Canada,94539.0
2020,10 to 19 employees,,12,"Developer, front-end;Developer, mobile",Canada,
2020,500 to 999 employees,,5,"Developer, back-end;Developer, game or graphics;DevOps specialist",Canada,86976.0
2020,100 to 499 employees,,8,"Developer, back-end;Developer, front-end;Developer, full-stack;Product manager;System administrator",Canada,77900.0
2020,"10,000 or more employees",,30,"Developer, back-end;Developer, desktop or enterprise applications",Canada,52942.0
2020,20 to 99 employees,,22,"Data or business analyst;Data scientist or machine learning specialist;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;System administrator",Canada,60505.0
2020,10 to 19 employees,,6,"Developer, back-end;Developer, desktop or enterprise applications",Canada,45379.0
2020,100 to 499 employees,,6,"Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;Product manager",Canada,1000000.0
2020,"10,000 or more employees",,10,"Database administrator;Developer, full-stack",Canada,41597.0
2020,"10,000 or more employees",,3,Data or business analyst;Data scientist or machine learning specialist,Canada,60505.0
2020,"10,000 or more employees",,32,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",Canada,94539.0
2020,,,3,,Canada,
2020,100 to 499 employees,,2,"Developer, back-end",Canada,72606.0
2020,100 to 499 employees,,29,"Data or business analyst;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",Canada,105884.0
2020,"Just me - I am a freelancer, sole proprietor, etc.",,13,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack",Canada,34034.0
2020,20 to 99 employees,,20,"Developer, full-stack",Canada,86976.0
2020,10 to 19 employees,,3,"Developer, back-end;Developer, full-stack",Canada,544548.0
2020,,,,,Canada,
2020,20 to 99 employees,,6,"Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist",Canada,67500.0
2020,,,,,Canada,
2020,100 to 499 employees,,16,"Developer, back-end",Canada,64287.0
2020,"10,000 or more employees",,20,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Product manager",Canada,121010.0
2020,"10,000 or more employees",,2,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,31000.0
2020,,,,,Canada,
2020,100 to 499 employees,,6,"Developer, game or graphics",Canada,52942.0
2020,20 to 99 employees,,15,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, game or graphics;DevOps specialist;System administrator",Canada,73362.0
2020,100 to 499 employees,,8,"Developer, desktop or enterprise applications",Canada,71093.0
2020,,,,,Canada,
2020,20 to 99 employees,,12,"Developer, back-end",Canada,109665.0
2020,"5,000 to 9,999 employees",,2,"Developer, embedded applications or devices",Canada,59464.0
2020,"1,000 to 4,999 employees",,2,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Marketing or sales professional",Canada,1000000.0
2020,"10,000 or more employees",,6,"Designer;Developer, front-end;Developer, game or graphics",Canada,46135.0
2020,100 to 499 employees,,10,"Developer, front-end;Developer, game or graphics;Developer, mobile",Canada,74119.0
2020,10 to 19 employees,,6,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Marketing or sales professional",Canada,34034.0
2020,100 to 499 employees,,4,Data or business analyst,Canada,
2020,20 to 99 employees,,2,"Developer, full-stack;Developer, mobile;Developer, QA or test",Canada,1000000.0
2020,500 to 999 employees,,4,"Developer, front-end",Canada,90990.0
2020,"1,000 to 4,999 employees",,5,"Developer, full-stack",Canada,113447.0
2020,"1,000 to 4,999 employees",,21,"Developer, front-end;Developer, full-stack",Canada,113447.0
2020,500 to 999 employees,,10,"Developer, embedded applications or devices",Canada,79413.0
2020,"1,000 to 4,999 employees",,2,"Developer, full-stack;DevOps specialist",Canada,45379.0
2020,"5,000 to 9,999 employees",,10,"Academic researcher;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Educator;Product manager;Scientist",Canada,68068.0
2020,"1,000 to 4,999 employees",,Less than 1 year,"Developer, full-stack",Canada,42883.0
2020,20 to 99 employees,,5,"Developer, front-end;Developer, full-stack;Developer, mobile",Canada,52942.0
2020,500 to 999 employees,,3,"Academic researcher;Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",Canada,
2020,100 to 499 employees,,4,"Developer, front-end;Developer, full-stack",Canada,49160.0
2020,20 to 99 employees,,15,"Data or business analyst;Database administrator;Developer, back-end;Developer, full-stack",Canada,69203.0
2020,100 to 499 employees,,14,"Developer, back-end;Developer, desktop or enterprise applications",Canada,73362.0
2020,20 to 99 employees,,Less than 1 year,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",Canada,41597.0
2020,500 to 999 employees,,9,,Canada,124716.0
2020,20 to 99 employees,,Less than 1 year,"Developer, embedded applications or devices;Developer, front-end",Canada,41597.0
2020,100 to 499 employees,,25,"Developer, back-end",Canada,105884.0
2020,"5,000 to 9,999 employees",,15,"Developer, back-end;DevOps specialist",Canada,79413.0
2020,20 to 99 employees,,3,"Data or business analyst;Designer;Developer, desktop or enterprise applications;Developer, front-end;Developer, QA or test",Canada,43110.0
2020,20 to 99 employees,,10,"Data or business analyst;Developer, back-end;Developer, front-end;Developer, full-stack",Canada,56723.0
2020,20 to 99 employees,,5,"Developer, game or graphics",Canada,60500.0
2020,20 to 99 employees,,5,"Developer, mobile",Canada,68068.0
2020,20 to 99 employees,,4,"Developer, back-end;Developer, front-end;Developer, full-stack",Canada,83194.0
2020,20 to 99 employees,,40,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, mobile",Canada,96808.0
2020,,,,"Developer, desktop or enterprise applications",Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,30,"Data scientist or machine learning specialist;Developer, embedded applications or devices;Developer, mobile;Educator;Scientist",Canada,113447.0
2020,"10,000 or more employees",,2,"Developer, embedded applications or devices",Canada,51429.0
2020,10 to 19 employees,,5,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;System administrator",Canada,90758.0
2020,100 to 499 employees,,26,"Developer, back-end;Developer, desktop or enterprise applications",Canada,72606.0
2020,20 to 99 employees,,10,"Developer, front-end;Developer, mobile;Engineering manager",Canada,83194.0
2020,"1,000 to 4,999 employees",,6,"Developer, desktop or enterprise applications",Canada,22692.0
2020,10 to 19 employees,,9,"Data or business analyst;Data scientist or machine learning specialist;Developer, back-end;Engineer, data",Canada,121010.0
2020,20 to 99 employees,,3,"Database administrator;Developer, full-stack;DevOps specialist;Engineer, site reliability",Canada,67312.0
2020,"Just me - I am a freelancer, sole proprietor, etc.",,35,"Developer, full-stack;Developer, QA or test;DevOps specialist;Engineering manager;Product manager;Senior executive/VP",Canada,
2020,100 to 499 employees,,2,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;System administrator",Canada,34034.0
2020,,,2,"Academic researcher;Data scientist or machine learning specialist;Developer, full-stack",Canada,9076.0
2020,2 to 9 employees,,Less than 1 year,"Developer, front-end",Canada,37816.0
2020,,,,,Canada,
2020,"Just me - I am a freelancer, sole proprietor, etc.",,10,"Developer, back-end;Developer, front-end;Developer, full-stack;System administrator",Canada,128550.0
2020,100 to 499 employees,,30,"Developer, back-end;Developer, desktop or enterprise applications",Canada,63530.0
2020,100 to 499 employees,,3,"Data scientist or machine learning specialist;Developer, full-stack;Engineer, data",Canada,
2020,"1,000 to 4,999 employees",,20,"Developer, back-end;Developer, full-stack;DevOps specialist;Engineering manager;Senior executive/VP",Canada,226894.0
2020,100 to 499 employees,,33,"Developer, desktop or enterprise applications;Developer, front-end",Canada,
2020,"10,000 or more employees",,12,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",Canada,
2020,,,,,Canada,
2020,"5,000 to 9,999 employees",,2,"Developer, front-end",Canada,75442.0
2020,"1,000 to 4,999 employees",,4,"Academic researcher;Developer, full-stack;Scientist",Canada,30000.0
2020,"1,000 to 4,999 employees",,5,"Data scientist or machine learning specialist;Engineer, data",Canada,189078.0
2020,"10,000 or more employees",,12,"Data or business analyst;DevOps specialist;Engineer, data",Canada,121010.0
2020,,,,,Canada,
2020,"10,000 or more employees",,1,,Canada,45379.0
2020,,,,,Canada,
2020,"1,000 to 4,999 employees",,23,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile",Canada,78657.0
2020,500 to 999 employees,,1,"Developer, full-stack",Canada,55967.0
2020,100 to 499 employees,,10,"Developer, back-end;DevOps specialist",Canada,45379.0
2020,,,,"Developer, back-end;Developer, front-end;Developer, full-stack;Product manager",Canada,
2020,20 to 99 employees,,3,"Developer, full-stack",Canada,102000.0
2020,100 to 499 employees,,28,"Developer, full-stack",Canada,86976.0
2020,"10,000 or more employees",,10,"Developer, back-end;Engineer, data",Canada,81863.0
2020,"5,000 to 9,999 employees",,11,"Data scientist or machine learning specialist;Developer, embedded applications or devices",Canada,75631.0
2020,2 to 9 employees,,12,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;DevOps specialist;Senior executive/VP",Canada,
